label,critical_radius_um,peak_intersections,auc
43,3.0,5.0,18.0
67,1.0,2.0,12.0
83,2.0,3.0,20.0
101,2.0,3.0,21.0
103,4.0,6.0,23.0
115,3.0,2.0,7.0
128,3.0,2.0,7.0
143,1.0,2.0,17.0
147,5.0,3.0,12.0
148,2.0,3.0,20.0
154,3.0,3.0,8.0
