label,nucleus_volume_um3,nucleus_sphericity,shell_gfap_mean,is_astrocyte_candidate
1,65.606729620896,0.792714775882911,2.6205810290514524,False
2,48.84377667811201,0.6781474856792775,3.5620111731843576,False
3,222.68715935198404,0.5882783720659135,4.5152009793919605,False
4,9.248525761536001,0.5744912689651903,5.158711217183771,False
5,88.58353580971202,0.6576464705263368,4.0138700947225985,False
6,215.46174860078403,0.5028338894715734,6.228077178975383,False
7,104.33493124732802,0.8292693408315325,7.93010752688172,False
8,83.23673185382401,0.945463052142676,140.51532801961986,True
9,120.80886776006402,0.6643987284997389,5.737034646008177,False
10,3.3236889455520005,1.0,2.183050847457627,False
11,196.38666421761602,0.7226037761849309,2.2865130464249406,False
12,122.97649098542402,0.8883559707892366,2.621828036462183,False
13,55.924679214288005,0.7831128739369976,103.69181494661922,True
14,121.53140883518401,0.8138665414260942,7.250051578295853,False
15,112.57189950369602,0.5979665311896556,4.087726523887974,False
16,24.277380124032003,0.8055570697447024,13.977455716586151,False
17,144.36370680897602,0.6822952469323463,4.030557939914163,False
18,131.50247567184002,0.9595284114722553,2.6240046610992427,False
19,101.44476694684802,0.9037686918579041,2.8931297709923665,False
20,18.063526878,0.8605527440397629,23.366120218579233,True
21,79.76853469324801,0.9162707454927931,5.680076021539437,False
22,168.35207050296003,0.8648409062727849,2.7551617029051707,False
23,292.05110256350406,0.5728548360406314,1.615840585193593,False
24,34.103938745664,0.6996925769420984,1.9425079221367134,False
25,61.99402424529601,0.8981195832775739,8.612727272727273,False
26,136.99378784275203,0.6598481854366314,2.369076217514741,False
27,80.05755112329601,0.9042474527884363,5.300555374060765,False
28,118.35222810465602,0.8662619587694678,2.0240258429234808,False
29,93.49681512052801,0.7439644755195833,2.238167938931298,False
30,300.721595464944,0.5024028496718146,3.667679837892604,False
31,135.982230337584,0.7785928714191657,10.291516245487365,False
32,335.25905885568005,0.48520027591437703,4.7451992318771,False
33,26.155986919344002,0.7621967756713215,5.741182078169685,False
34,21.820740468624003,0.5223957032661675,93.20451183431953,True
35,9.393033976560002,0.7882307225933135,29.479685452162517,True
36,80.491075768368,0.9759592061484074,6.457669478288035,False
37,189.88379454153602,0.8265835062423442,18.96533084808947,True
38,37.138611261168,0.6770166903164946,4.29236276849642,False
39,99.421651936512,0.9017664028802741,84.11149584487535,True
40,104.76845589240001,0.7671526525652195,4.10371552313654,False
41,125.72214707088001,0.9177104190299278,4.151143200962696,False
42,3.0346725155040004,1.0,1.817432273262662,False
43,135.982230337584,0.800887093160054,2.6647045999563983,False
44,2.6011478704320004,1.0,2.063131313131313,False
45,276.877739985984,0.544027589365829,3.73805397375588,False
46,67.91886106128001,1.0,3.5826825127334465,False
47,59.10385994481601,0.8280655111467587,2.4607276436586196,False
48,46.09812059265601,0.514394685648399,3.6935695538057742,False
49,154.47928186065602,0.8757757225730661,3.4236311239193085,False
50,161.99370904190403,0.8741357921175641,2.2165691130121568,False
51,75.43328824252801,0.816241188124584,2.746747614917606,False
52,83.81476471392001,0.7813143110594591,2.1057513914656774,False
53,98.410094431344,0.8602999230951612,83.3758484162896,True
54,204.62363247398403,0.8082388235351274,7.586086280606296,False
55,134.24813175729602,0.8983534740877456,2.6152562574493445,False
56,131.646983886864,0.9805467826824814,2.0900463473846833,False
57,47.254186312848006,0.8418682740359742,3.120060218291306,False
58,117.91870345958401,0.671006077069787,3.570883661792753,False
59,96.82050406608002,0.8841073958854212,22.913732394366196,True
60,134.24813175729602,0.8602726803641811,10.567704728950403,False
61,106.21353804264001,1.0,3.1224152191894126,False
62,131.50247567184002,0.9919202133034272,3.3535379152929243,False
63,38.728201626432,0.7540378712126805,4.340606887146267,False
64,117.77419524456002,0.9075798455004903,2.901189860320745,False
65,278.03380570617605,0.7232287830302319,3.1193867860534525,False
66,27.023036209488005,0.4901608744181111,3.249795584627964,False
67,12.716722922112002,0.6521823006082187,3.2614590058102,False
68,32.22533195035201,0.6596987781504742,3.630434782608696,False
69,113.72796522388802,0.8857865906683368,94.36273538156591,True
70,28.612626574752003,0.9933394697830278,1.4973656480505795,False
71,12.861231137136002,0.9001028259778735,1.8858921161825726,False
72,121.53140883518401,0.9358961136360316,27.683912293668392,True
73,8.670492901440001,0.5352252059808338,1.717056856187291,False
74,101.15575051680001,0.8284815372142539,1.9838622915545991,False
75,55.05762992414401,0.8008725215985611,13.005641748942173,False
76,80.63558398339201,0.8946298238089866,68.9599358974359,True
77,118.78575274972802,0.8228408963289624,1.6568736141906875,False
78,76.15582931764801,0.619101238982992,9.218079096045198,False
79,8.959509331488,0.9729040819938801,2.2667197452229297,False
80,122.25394991030402,0.9306128471351995,1.3527308838133068,False
81,106.35804625766401,0.7054859987394143,14.897944720056698,False
82,26.300495134368003,0.963737384440461,4.889789303079416,False
83,36.56057840107201,0.8602726803641814,3.0807339449541282,False
84,5.635820385936,1.0,1.7520355292376018,False
85,85.54886329420802,0.7597458740115056,3.474589943533208,False
86,144.21919859395203,0.9054370533877382,4.3480185964135485,False
