label,critical_radius_um,peak_intersections,auc
4,5.5,7.0,40.5
6,7.5,5.0,28.0
9,3.5,7.0,18.0
10,5.5,7.0,32.5
12,4.0,4.0,39.0
13,3.0,6.0,18.0
17,6.5,3.0,18.0
19,3.5,3.0,20.0
20,3.0,7.0,40.0
21,4.5,10.0,51.5
25,2.5,6.0,13.0
26,6.5,7.0,44.0
27,5.0,3.0,17.0
29,4.5,6.0,49.5
149,3.0,4.0,21.0
150,2.0,3.0,9.5
174,1.0,2.0,3.5
189,3.5,5.0,40.0
191,3.5,6.0,27.0
195,4.0,2.0,3.0
201,3.0,10.0,18.0
