label,skeleton_length_um,skeleton_pixels,nuclear_area_um2,centroid_y_um,centroid_x_um,territory_area_um2,gfap_threshold,n_branches,total_branch_length_um,n_endpoints,n_junctions,mean_branch_length_um,tortuosity_mean,tortuosity_max,tortuosity_std,ramification_index,termination_index,branch_length_median_um,branch_length_p25_um,branch_length_p75_um,branch_length_std_um,branch_length_cv,n_connected_components
6,48.107600000000005,127,48.64292016000001,14.491614159292038,276.68378879056047,4179.416918880001,85.83203125,13,55.23327618935792,5,7,4.248713553027533,1.0998593478511702,1.3439643226492464,0.08846124876521619,1.8571428571428572,0.7142857142857143,4.193720487134643,1.829008194853857,6.5315122922807864,3.220392166355281,0.7579687654067678,1
17,61.3656,162,22.240863200000003,32.11246451612904,274.3953883870968,715.4383478400001,85.83203125,18,73.13340730701964,9,9,4.062967072612202,1.0976113537022167,1.3921988987511638,0.09990428574109456,2.0,1.0,3.1223122922807853,2.4039383166375172,5.0594807307019645,2.8625481331685436,0.7045462298881311,1
20,11.364,30,82.506428,37.580253913043485,274.5529224347826,4868.88367808,98.115234375,2,13.587577851111643,4,0,6.7937889255558215,1.0686060939324817,1.080444386800364,0.016741874329103824,2.0,,6.7937889255558215,5.840058803772161,7.747519047339482,2.697556146140393,0.39706210712451556,2
22,20.834000000000003,55,78.34523424000001,46.33570402930403,268.6566153846154,1251.9453640000002,67.96484375,5,23.90709014339243,4,2,4.781418028678486,1.1086112509321648,1.183398875919595,0.056961508727775154,2.5,2.0,4.350624584561571,3.344208194853857,7.0022245845615725,2.472312731102006,0.5170668442443878,1
26,47.72880000000001,126,27.9804408,48.39898461538462,259.446918974359,659.0469979200001,123.5859375,10,54.16186799450407,5,5,5.416186799450407,1.7093308209148552,7.428427124746168,2.0104234520356794,2.0,1.0,4.983816389707714,1.7275780730701964,7.854524584561572,4.176743456973462,0.7711594174331812,1
35,46.592400000000005,123,63.99629024000001,74.68390224215247,252.25532017937223,307.6413593600001,98.73046875,15,52.64666799450407,9,7,3.509777866300271,1.0815510447729104,1.1710655906427132,0.05431692367651401,2.142857142857143,1.2857142857142858,2.9654081948538575,1.7046000000000001,4.859408194853858,2.1212944318816356,0.6043956377551994,2
40,23.4856,62,57.539265440000015,80.53042394014963,254.2333675810474,1193.2581830400002,70.94921875,7,25.931073753684707,5,3,3.704439107669244,1.0783569414272278,1.1637825931303372,0.06584962022714308,2.3333333333333335,1.6666666666666667,2.3647122922807853,1.8615040974269286,6.198668438421179,2.6914127281287135,0.7265371760482505,1
54,35.2284,93,35.58538112000001,103.10233387096775,122.67926774193549,28524.839735360005,78.193359375,13,41.59647618935793,8,6,3.1997289376429174,1.1085050637559999,1.3286113292132262,0.10043146445386393,2.1666666666666665,1.3333333333333333,3.1223122922807853,2.050904097426929,3.9718245845615714,1.7128878406330568,0.5353227957787127,1
58,50.75920000000001,134,64.13977968,115.76450022371367,147.15490201342283,3033.65374048,52.294921875,15,56.970372091931,9,7,3.798024806128733,1.0714820147652102,1.1710655906427003,0.05147293853489435,2.142857142857143,1.2857142857142858,2.9654081948538575,2.1618520487134645,4.5590602435673215,2.8695836828131656,0.7555463245481241,1
59,78.4116,207,23.675757600000004,114.67997818181819,200.49998787878786,482.4114972800001,49.52734375,28,89.18414174818876,8,16,3.1851479195781702,1.0956502493489542,1.5996317277807133,0.1264854553356764,1.75,0.5,2.808504097426929,1.2933040974269285,4.572520487134643,2.0667391464451703,0.6488675561161636,1
64,62.123200000000004,164,28.984866880000002,118.63003366336635,200.8708891089109,270.19061552000005,84.83984375,19,71.41861306620028,5,11,3.7588743719052777,1.1658120384134052,2.414213562373197,0.31102106642184546,1.7272727272727273,0.45454545454545453,3.344208194853857,1.829008194853857,5.173216389707714,2.458778882432049,0.6541263791122012,1
68,14.394400000000001,38,20.662479360000003,124.18589722222222,264.38398611111114,1433.6029950400002,86.162109375,7,15.741545071696214,5,3,2.2487921530994592,1.0725444877148032,1.1311104421149027,0.031880204024668485,2.3333333333333335,1.6666666666666667,1.829008194853857,1.3717561461403927,3.154808194853857,1.1806842262349782,0.5250303922519776,1
73,58.3352,154,42.04240592000001,130.17662389078498,267.10571331058026,2213.0376331200005,31.400390625,16,69.16158272245808,8,8,4.32259892015363,1.0815287086549654,1.1685385784908815,0.04455236029763573,2.0,1.0,3.847416389707714,2.2862602435673214,5.369346511491376,2.7793103477958145,0.6429720635975718,1
85,67.0476,177,35.441891680000005,144.52676923076925,197.78574251012148,1342.7741795200002,48.080078125,26,74.7359007739195,13,13,2.874457722073827,1.06341668033193,1.2106549570167597,0.051450087186752966,2.0,1.0,2.050904097426929,1.2311,4.177472535848107,2.0914748291106533,0.7276067458044653,1
88,39.3952,104,28.984866880000002,157.31076435643564,276.2989702970297,737.5357216000001,67.236328125,13,44.194235215088646,8,6,3.3995565550068187,1.112934555092375,1.4142135623730487,0.11558934681033105,2.1666666666666665,1.3333333333333333,3.658016389707714,1.450208194853857,4.323704097426929,2.0989335385824504,0.6174139199099867,1
93,45.077200000000005,119,42.616363680000006,165.46672727272727,279.9510558922559,158.12536288,71.673828125,14,50.25503521508865,7,7,3.589645372506332,1.0820061928050915,1.280257008553858,0.08831169761631899,2.0,1.0,2.3187561461403927,1.5544260243567323,5.82659856020484,2.40421772304022,0.669764690811663,1
96,14.015600000000001,37,44.768705280000006,169.99621282051285,290.4776807692308,5720.3500150400005,97.119140625,1,14.892032779415427,2,0,14.892032779415427,1.3484490768561814,1.3484490768561814,,1.0,,14.892032779415427,14.892032779415427,14.892032779415427,,,1
125,54.168400000000005,143,41.898916480000004,226.64304520547947,277.9509863013699,2669.7645206400002,70.224609375,20,62.73313355333493,10,10,3.1366566776667466,1.0753670052333808,1.2106549570167597,0.06028628056074198,2.0,1.0,2.8219643409942496,2.011678073070197,4.591556146140393,1.6288503534336358,0.5192950714151103,1
132,96.9728,256,39.459596000000005,237.36709963636366,273.129952,982.4721956800001,60.263671875,39,114.243401547839,12,22,2.9293179884061282,1.0756546772310078,1.2869854915020866,0.06569458420958939,1.7727272727272727,0.5454545454545454,2.6516,1.5611561461403927,3.5470684384211784,2.0328591674136103,0.693970123919428,1
138,19.318800000000003,51,23.10179984,254.680650931677,265.9905366459627,143.91990832000002,90.35546875,4,21.515457363977003,2,2,5.378864340994251,1.1608446958008616,1.2816353888578966,0.11425863538724523,2.0,1.0,5.016312292280786,3.233260243567322,7.161916389707715,3.0029049627426128,0.5582786202389227,1
147,6.4396,17,24.393204800000003,263.07660000000004,257.89818117647064,83.36736464000002,83.2265625,3,7.159128681988499,3,1,2.3863762273295,1.039765032673671,1.0796691275336523,0.03983474581583513,3.0,3.0,2.521616389707714,2.207808194853857,2.6325643409942496,0.4406077732225146,0.18463466413071902,1
153,19.318800000000003,51,51.22573008000001,274.11856694677874,257.1574521008403,1490.7117921600002,77.197265625,5,21.450465558830857,4,2,4.290093111766171,1.0455921918125266,1.0823117459700433,0.042203007246689614,2.5,2.0,5.773912292280786,2.2728,6.087720487134643,2.433247876420682,0.5671783369333324,1
161,107.2004,283,43.764279200000004,288.6108249180328,243.59696524590166,434.34253488,91.142578125,39,123.55649745041207,15,21,3.168115319241335,1.1072017698187389,1.5550947504941082,0.1301315934721198,1.8571428571428572,0.7142857142857143,2.965408194853857,1.6721040974269286,4.101808194853858,1.9598329343111986,0.6186116150533679,1
162,65.15360000000001,172,71.74472,296.87995440000003,243.16005360000003,879.3032883200001,93.134765625,24,75.95306223532344,9,13,3.1647109264718103,1.1328852602769413,2.414213562373016,0.28742197833616534,1.8461538461538463,0.6923076923076923,2.7760081948538575,1.8385260243567323,4.177472535848107,1.9809991701444702,0.6259652828237916,1
170,26.894800000000004,71,85.51970624,317.96446577181206,241.04073624161077,1306.0408828800003,83.173828125,7,31.06621882538093,5,3,4.438031260768704,1.1237606825939657,1.4373523189197603,0.146375311631016,2.3333333333333335,1.6666666666666667,3.4361204871346427,3.1223122922807858,6.277120487134644,2.7796588054584666,0.6263269999988703,1
174,68.184,180,51.22573008000001,327.3733904761905,244.92868459383754,2825.4505630400004,76.201171875,27,77.91205404046957,14,13,2.8856316311285024,1.075971897953936,1.3112212657332722,0.07690198432422324,2.076923076923077,1.0769230769230769,2.207808194853857,1.4827040974269285,3.801460243567322,2.107790219790634,0.7304432752445007,1
202,7.1972000000000005,19,12.9140496,378.45066222222226,291.36033333333336,2216.4813796800004,35.15625,1,7.9167286819885,2,0,7.9167286819885,1.0821348285430952,1.0821348285430952,,1.0,,7.9167286819885,7.9167286819885,7.9167286819885,,,1
206,27.273600000000002,72,36.87678608,384.4864217898833,226.7655984435798,6481.13102592,55.283203125,7,31.60192292280785,5,3,4.514560417543978,1.0874034549935516,1.2242825646142281,0.07876289999482372,2.3333333333333335,1.6666666666666667,1.6721040974269286,1.4827040974269285,6.8912766332750355,4.383261921572819,0.9709166599120211,1
208,21.5916,57,31.998145120000004,384.7249076233184,300.43426367713005,5798.26478096,82.177734375,5,23.095649169123142,4,2,4.619129833824628,1.055445159193469,1.0796691275336308,0.022166573230824004,2.5,2.0,3.8799122922807854,2.900416389707714,6.152712292280786,2.2550758775189497,0.4882036138074414,1
209,12.1216,32,1.4348944000000001,383.87592,285.8046,30.850229600000006,119.66796875,5,13.468745071696214,4,2,2.6937490143392426,1.1016899494690784,1.1906827943789944,0.07934992725715893,2.5,2.0,3.1223122922807853,1.9859122922807855,3.3442081948538576,1.111318555614303,0.41255460315663506,1
213,112.12480000000001,296,44.91219472,28.842049840255594,207.87890479233226,5580.591300480001,41.634765625,37,124.29832779415429,20,18,3.3594142647068725,1.0556702291665694,1.1558981356245357,0.044097458356808256,2.0555555555555554,1.1111111111111112,2.6516,1.6721040974269286,4.794416389707714,2.1612457506627134,0.6433400528682026,1
214,76.5176,202,35.728870560000004,58.805277108433735,254.38473734939762,476.09796192000005,91.142578125,28,87.47396633275035,11,15,3.1240702261696556,1.1489714435946516,2.5024086513966237,0.2804396999987759,1.8666666666666667,0.7333333333333333,2.2862602435673214,1.4597260243567323,4.039604097426929,2.4442314061301533,0.7823868316580592,1
218,14.015600000000001,37,14.205454560000003,78.59908686868688,223.22416161616164,902.4050881600001,72.662109375,5,14.983945071696214,4,2,2.996789014339243,1.136410933917246,1.310948897526869,0.16057051189569446,2.5,2.0,1.8940000000000001,1.5152,4.572520487134643,1.9245310118928027,0.642197699832779,1
222,43.562000000000005,115,41.898916480000004,122.79865753424659,212.04756986301373,848.5965481600002,95.75390625,17,50.08698028678486,10,8,2.9462929580461683,1.0799587714969046,1.4242640687119248,0.10875008465525104,2.125,1.25,2.6516,1.1364,3.566104097426929,2.6283213536664136,0.8920773972895698,2
224,36.7436,97,37.594233280000005,169.73709923664123,188.97348854961834,8383.94448976,56.279296875,12,41.4776434099425,9,5,3.4564702841618753,1.1487953109307512,1.8938649330031923,0.24922133700253765,2.4,1.8,1.9399561461403927,1.6950821704971248,3.304982170497125,4.19644138903963,1.2140828776305197,2
234,11.7428,31,37.307254400000005,384.73113384615385,292.1378446153846,46.634068000000006,93.318359375,3,13.246849169123141,3,1,4.415616389707714,1.1115297256061643,1.191717529401972,0.0701079889158589,3.0,3.0,4.258712292280785,3.5795643409942497,5.173216389707714,1.5994345951650044,0.36222227068753066,1
244,50.3804,133,32.285124,76.11017955555556,228.19585422222224,259.71588640000004,113.322265625,14,56.52658028678485,10,6,4.037612877627489,1.074778460979739,1.22036168438214,0.06306565722389006,2.3333333333333335,1.6666666666666667,3.089816389707714,1.979182170497125,4.99333421921059,3.513084389752303,0.8700894553854801,3
248,95.45760000000001,252,42.47287424,164.10102297297297,254.6303837837838,2191.3707276800005,76.615234375,27,107.60420730701964,12,14,3.9853410113710974,1.1506359084819793,2.414213562373016,0.2710094436388105,1.9285714285714286,0.8571428571428571,3.4092000000000002,1.7830520487134645,5.173216389707715,3.2078051620538632,0.8049010493459041,1
249,92.80600000000001,245,42.616363680000006,192.172764983165,293.6299447811448,5930.849023520001,55.283203125,23,105.29333598900813,13,11,4.577971129956875,1.0903512600197978,1.484638255572869,0.10553780156204866,2.090909090909091,1.1818181818181819,3.4092000000000002,1.639608194853857,6.891276633275036,3.549713770496663,0.7753901607785153,1
265,44.69840000000001,118,59.548117600000005,62.75575036144579,224.33083662650603,1124.67023072,74.91796875,14,49.90315570222329,10,6,3.5645111215873775,1.1070079397884383,1.2656854249492393,0.06246453057875951,2.3333333333333335,1.6666666666666667,2.8544602435673214,2.0901301217836608,5.00006434099425,1.849278376740295,0.5188028073585471,2
266,96.21520000000001,254,36.30282832000001,92.40324426877471,246.13016600790516,507.80912816000006,80.568359375,39,109.46013598900814,18,20,2.806670153564311,1.0812814653007576,1.3188851624872664,0.07585274367292164,1.95,0.9,2.429704097426929,1.5936520487134644,3.847416389707714,1.6107007463149206,0.5738831633882672,1
273,192.43040000000002,508,40.60751152,242.76261342756183,234.3272862190813,3164.085641440001,49.87890625,77,224.2661621214087,28,42,2.912547560018295,1.0947763028588509,2.414213562373197,0.16712161680861617,1.8333333333333333,0.6666666666666666,2.429704097426929,1.2933040974269285,3.658016389707714,2.140227537262729,0.7348300733840326,1
275,84.09360000000001,222,31.137208480000005,279.5648737327189,248.38457142857143,409.37537232000005,104.091796875,26,98.50185647614278,10,14,3.7885329413901068,1.1172729265447618,1.3844605692722196,0.10010605921225091,1.8571428571428572,0.7142857142857143,2.9329122922807853,2.380960243567321,5.757664340994251,2.7263137491416294,0.7196225534576657,1
276,203.4156,537,35.58538112000001,282.75892580645166,198.81959516129035,26344.374205120006,59.04296875,63,234.04997031626263,27,33,3.7150788939089305,1.0907032770818714,1.4037171054032258,0.07396880958883467,1.9090909090909092,0.8181818181818182,2.7435122922807853,1.8615040974269286,4.90536434099425,2.69454019426838,0.7252982429757339,1
283,56.062400000000004,148,39.02912768,384.53074264705884,281.67540147058827,427.5985312000001,59.578125,16,63.12308438421177,8,8,3.9451927740132358,1.0816938476626008,1.3373796222823633,0.10069809389436069,2.0,1.0,2.841,1.6491260243567323,4.124786267924053,4.4372437625201995,1.1247216591665878,1
293,116.2916,307,55.24343440000001,124.83476987012988,257.50725610389617,586.4413412800001,105.67578125,47,136.22957120409683,16,26,2.898501514980784,1.1120365007777906,2.414213562373016,0.218496926087018,1.8076923076923077,0.6153846153846154,2.586608194853857,0.9145040974269285,4.3696602435673215,2.240774870751593,0.7730804552525647,1
295,42.4256,112,24.393204800000003,170.40206588235296,281.76258117647063,393.4480444800001,107.251953125,11,48.79367618935793,7,5,4.435788744487085,1.0891194909298234,1.220614185168407,0.08186355105967354,2.2,1.4,2.6516,1.9074602435673214,6.7803286819885,3.575624261701988,0.8060853362653638,1
298,140.9136,372,37.307254400000005,216.52353692307693,280.2799476923077,1453.83500608,64.248046875,50,162.48560398351222,16,28,3.2497120796702443,1.0830312363116992,1.8889499373926009,0.13047302792429025,1.7857142857142858,0.5714285714285714,2.397208194853857,1.4664561461403927,4.6901985602048395,2.427127736234044,0.7468747005058769,1
299,59.4716,157,13.918475680000002,247.77815670103095,269.5650144329897,1162.83842176,43.544921875,19,69.55153355333493,5,11,3.6606070291228914,1.3198942929223334,5.565393784935034,1.0303762615809897,1.7272727272727273,0.45454545454545453,3.2142245845615713,1.7505561461403927,4.52656434099425,2.58155658074566,0.7052263627883105,1
300,12.8792,34,34.867933920000006,259.29405596707824,266.28081152263377,2992.0418028800004,70.224609375,3,14.069440974269288,3,1,4.689813658089762,1.0636273915805827,1.0823898316819633,0.030171983045302393,3.0,3.0,5.081304097426929,4.3696602435673215,5.205712292280786,0.902181578856101,0.1923704532055063,1
310,23.1068,61,12.196602400000002,109.74504470588235,177.80872,478.25030352000005,75.91015625,7,24.924657363977,5,3,3.5606653377110002,1.0881613920713735,1.1588765117389541,0.06537018146019247,2.3333333333333335,1.6666666666666667,3.5011122922807854,2.7760081948538575,4.780956146140393,1.8102518311911477,0.5084026886825824,1
311,40.531600000000005,107,32.71559232,262.28078771929825,254.1930754385965,341.21788832000004,88.810546875,14,46.807763897077145,7,7,3.3434117069340816,1.0951092249435876,1.3264709456805768,0.09025918577855391,2.0,1.0,2.776008194853857,1.3717561461403927,4.967568438421179,2.4091862156979507,0.7205771908680614,2
315,58.714000000000006,155,31.711166240000008,105.22926877828056,163.56446877828054,1809.2583489600001,84.83984375,14,65.46087618935793,7,7,4.6757768706684235,1.1061929072125019,1.4174431521125943,0.11205808922551222,2.0,1.0,4.448112292280786,3.8827000000000003,5.57499446277791,2.6653461225757162,0.5700327873418589,1
316,148.4896,392,28.984866880000002,109.48632673267328,241.48875049504952,723.0432881600001,54.435546875,64,170.79228349637756,17,37,2.6686294296308994,1.0741450701387627,1.5634519790961583,0.09027213121543343,1.7297297297297298,0.4594594594594595,2.1293561461403927,1.2933040974269285,3.517360243567321,1.832484248602592,0.6866761747643788,1
317,13.258000000000001,35,15.927327840000002,108.21394594594595,181.91272792792793,793.2096243200001,75.91015625,7,14.448240974269286,5,3,2.0640344248956124,1.0509443471182756,1.1891103817318782,0.06773581428478266,2.3333333333333335,1.6666666666666667,2.808504097426929,0.9145040974269285,3.076356146140393,1.2673597580069969,0.6140206494235643,1
