label,nucleus_volume_um3,nucleus_sphericity,shell_gfap_mean,dist_to_border_um,is_near_border,is_astrocyte_candidate
1,270.37487030990405,0.7215078303539887,3.510672076203916,4.609171993586318,True,False
2,255.77954059248003,0.8379066191966114,2.8112373737373737,3.263672316384181,True,False
3,295.808316154128,0.9157903702215132,3.3489120151371807,4.080381045432341,True,False
4,29.479675864896002,0.7635990948092456,4.226355894217839,8.207333333333334,True,False
5,374.56529334220807,0.8298103617622433,4.633576445164776,11.07244675925926,True,False
6,189.30576168144003,0.8433523257783051,1.366380098774465,11.234456183206108,True,False
7,331.93536991012803,0.8577621652099249,5.701680672268908,10.772465128428387,True,False
8,85.115338649136,0.913310282827198,3.893021826006763,15.315353480475382,True,False
9,512.7151469051521,0.8308440710054118,1.9404852160727823,15.993196505073282,True,False
10,436.99284223257604,0.952170617535182,1.33789704271632,20.40559523809524,True,False
11,591.0385994481601,0.813641571010076,2.4761029411764706,20.298678728606358,True,False
12,557.5126935625921,0.7599793215557704,2.135792507204611,20.967630585795753,True,False
13,229.33453724308802,0.6481015865617785,3.445677915926584,22.15251997479521,True,False
14,63.872631040608006,0.8105123999258571,5.989576094510077,21.693584615384616,True,False
15,75.288780027504,0.8061041911700253,3.087144089732528,23.15042380038388,True,False
16,36.994103046144005,0.7474076549197393,1.8170155300472655,22.751675000000002,True,False
17,258.814213107984,0.7108890221720218,2.4085149518499747,29.478296370742605,True,False
18,459.8251402063681,0.8695933393624852,1.898371978293044,27.73168372093023,True,False
19,132.51403317700803,0.928619734169008,2.276224672993075,27.80441570338059,True,False
20,83.525748283872,0.7305367003854293,4.854910056030669,29.158424913494812,True,False
21,507.6573593793121,0.9338375621798203,1.9182893763864926,27.8428243666382,True,False
22,210.54846928996804,0.6842110514077208,3.8489459502298304,32.52090295126973,True,False
23,627.8881942792801,0.7642703377919293,3.002712967986978,36.392087548906794,True,False
24,886.2688827421921,0.7148374666989658,5.861215753424657,34.11096161747921,True,False
25,45.086563087488,0.8008654647020453,4.648050974512744,35.34009743589744,True,False
26,287.715856112784,0.8891353957815746,1.8505837803723573,21.697001908588653,True,False
27,405.63455957236806,0.8991263843258301,2.478559870550162,32.36763006768793,True,False
28,41.762874141936,0.7484690573276465,1.8427403659011288,37.43042076124568,True,False
29,140.75100143337602,0.6704535946499848,2.2350853847859837,45.94836221765914,False,False
30,369.07398117129605,0.6669415882570072,4.068479961487544,46.983955207517624,False,False
31,102.31181623699202,0.8901848068107682,5.058092485549133,44.98892033898305,False,False
32,36.56057840107201,0.7424460725735541,1.3259423503325942,44.76427826086957,False,False
33,342.6289778219041,0.8079277642333812,1.9786067656103756,45.86467583298187,False,False
34,164.16133226726402,0.9019781055145502,2.1143384047948364,49.19998450704226,False,False
35,333.81397670544004,0.9377666356909996,1.6371170637857038,48.8453580952381,False,False
36,554.9115456921601,0.7709216851296907,3.0746016417189765,52.22596489583334,False,False
37,115.60657201920002,0.9335974051980427,1.5252692626346314,53.8184835,False,False
38,95.95345477593601,0.8700681628811372,4.2743410435718125,53.75080722891567,False,False
39,197.97625458288002,0.9149771853950234,1.6836192810457515,44.1523197080292,False,False
40,448.40899121947206,0.7390207273344531,4.163882723980843,55.68225717048018,False,False
41,312.13774445184004,0.8577843102343695,1.7822837150127226,57.21107592592593,False,False
42,139.01690285308803,0.8855696190786627,4.021809544374865,59.24558004158005,False,False
43,73.843697877264,0.5962429593972076,2.39099645928174,65.64507632093934,False,False
44,402.1663624117921,0.8654287490071146,3.7483564134844034,10.908841106719368,True,False
45,618.3506520876961,0.9061565108766734,2.125911521633447,50.08021051647582,False,False
46,662.5701658850401,0.8156117448658193,2.3594121460989843,66.78859498364231,False,False
47,145.37526431414403,0.9649591001336187,0.9732318271119843,32.50638687872765,True,False
48,420.6634139348641,0.7820034724674687,2.8074026802807914,69.9356409481278,False,False
49,6.647377891104001,0.5844311701469808,3.638602065131056,68.15106086956523,False,False
50,298.69848045460805,0.5441012235421825,2.951583355142633,72.73839651669087,False,False
51,20.664674748432002,0.6923265973195174,2.089864158829676,70.26342657342659,False,False
52,110.25976806331201,0.8121725292108823,3.5956449834619626,72.47888702490171,False,False
53,386.27045875915206,0.7461482387611748,3.050295098793944,14.695257613168726,True,False
54,72.97664858712001,0.8365615487545147,4.106512477175897,76.82064000000001,False,False
