label,critical_radius_um,peak_intersections,auc
73,2.0,4.0,6.0
74,1.0,3.0,36.0
76,4.0,5.0,35.0
78,2.0,2.0,5.0
81,1.0,2.0,6.0
86,3.0,5.0,20.0
88,1.0,2.0,5.0
90,3.0,7.0,19.0
103,5.0,4.0,25.0
108,4.0,8.0,35.0
109,4.0,8.0,14.0
114,7.0,2.0,6.0
118,5.0,2.0,16.0
121,3.0,3.0,28.0
126,3.0,4.0,21.0
127,3.0,3.0,14.0
130,3.0,2.0,25.0
137,4.0,3.0,11.0
138,2.0,2.0,7.0
141,3.0,7.0,55.0
142,5.0,3.0,14.0
143,3.0,4.0,11.0
144,5.0,5.0,12.0
147,4.0,4.0,19.0
148,3.0,2.0,10.0
153,4.0,5.0,18.0
155,2.0,4.0,29.0
156,4.0,3.0,14.0
173,4.0,4.0,22.0
175,5.0,5.0,21.0
176,2.0,1.0,1.0
177,2.0,3.0,7.0
179,4.0,8.0,29.0
181,4.0,2.0,12.0
185,4.0,7.0,19.0
194,4.0,7.0,20.0
195,4.0,3.0,7.0
202,6.0,3.0,6.0
213,3.0,7.0,30.0
216,2.0,4.0,25.0
223,3.0,5.0,17.0
224,3.0,5.0,25.0
229,4.0,7.0,48.0
231,3.0,5.0,34.0
250,2.0,4.0,24.0
252,4.0,5.0,40.0
253,4.0,4.0,22.0
271,3.0,4.0,13.0
276,5.0,6.0,46.0
294,7.0,7.0,84.0
