label,skeleton_length_um,skeleton_pixels,nuclear_area_um2,centroid_y_um,centroid_x_um,territory_area_um2,gfap_threshold,n_branches,total_branch_length_um,n_endpoints,n_junctions,mean_branch_length_um,tortuosity_mean,tortuosity_max,tortuosity_std,ramification_index,termination_index,branch_length_median_um,branch_length_p25_um,branch_length_p75_um,branch_length_std_um,branch_length_cv,n_connected_components
21,78.03280000000001,206,31.28069792,40.42560550458715,251.0227669724771,1227.8391380800003,109.072265625,21,90.96392779415427,9,11,4.331615609245442,1.096771617035174,1.3354031212791022,0.06568686487006746,1.9090909090909092,0.8181818181818182,3.566104097426929,2.050904097426929,5.0163122922807855,3.875206628332883,0.8946330833376823,1
23,35.607200000000006,94,35.154912800000005,44.09695836734694,260.30826775510207,2986.1587358400006,108.076171875,8,42.197172091931,4,4,5.274646511491375,1.0892503248921441,1.238094225853992,0.07773386047501814,2.0,1.0,5.630468438421179,1.6328780730701964,8.994866998626017,3.9076799018137276,0.7408420437844382,1
25,72.3508,191,39.746574880000004,47.07102815884477,242.45524765342964,470.2148948800001,92.138671875,21,81.07243765076186,12,10,3.860592269083898,1.0912235849404115,1.7322800048186298,0.15534482798497123,2.1,1.2,3.3442081948538576,1.5152,4.9244,2.6511278102292204,0.6867153082856693,2
27,28.788800000000002,76,25.971588640000004,52.6385502762431,216.59825856353592,175.77456400000003,79.580078125,7,34.52925979965022,5,3,4.932751399950031,1.0941467369467497,1.392794948409553,0.13553525709403355,2.3333333333333335,1.6666666666666667,4.572520487134644,2.63256434099425,7.616380730701965,3.0952487793577292,0.6274893114194006,1
28,34.470800000000004,91,23.962736480000004,49.454948502994014,218.11848383233536,154.39463744000003,67.78515625,16,38.70721063052707,8,8,2.419200664407942,1.080538052574781,1.2761423749153908,0.07696380685792287,2.0,1.0,2.207808194853857,1.2540780730701964,3.468616389707714,1.3907298936611805,0.5748716566269371,1
31,110.98840000000001,293,18.940606080000002,55.7869090909091,139.34387575757577,13351.261923680002,50.302734375,46,126.18117696327742,20,24,2.7430690644190743,1.0653803733947946,1.191089556604701,0.047243843800104074,1.9166666666666667,0.8333333333333334,2.4756602435673214,1.6721040974269286,3.6350383166375178,1.5107784004380653,0.5507620715915212,1
34,67.0476,177,29.702314080000004,58.68838067632851,266.43547632850243,766.3770990400001,94.130859375,21,77.15445404046956,9,11,3.6740216209747407,1.1253988662998338,2.035375040303955,0.2189581362395071,1.9090909090909092,0.8181818181818182,2.7435122922807853,1.5152,4.193720487134644,2.87703139834161,0.78307416100026,1
54,56.82000000000001,150,40.751000960000006,86.95727464788733,267.6888901408451,437.7862814400001,66.240234375,19,65.38473355333493,11,9,3.441301765964996,1.0846777287934042,1.2106549570167597,0.05543928134144462,2.111111111111111,1.2222222222222223,2.965408194853857,2.050904097426929,3.501112292280786,2.4841018163231556,0.7218494585076219,2
60,25.7584,68,51.36921952,101.07928826815643,41.07969608938548,39278.655816160004,78.193359375,7,29.929818825380927,5,3,4.275688403625847,1.084701687753421,1.1656854249492374,0.07077285037390084,2.3333333333333335,1.6666666666666667,4.036816389707714,2.3512520487134645,5.219172535848108,2.6985375400042546,0.631135219703067,1
63,64.7748,171,41.46844816000001,99.46580207612458,267.8037356401384,1414.5188995200003,103.095703125,21,74.2809581378965,12,10,3.5371884827569766,1.1199472817587857,1.896545046800799,0.19355422655357463,2.1,1.2,3.187304097426929,2.207808194853857,4.415616389707714,2.064042102745185,0.583526185502113,2
