label,nucleus_volume_um3,nucleus_sphericity,shell_gfap_mean,dist_to_border_um,is_near_border,is_astrocyte_candidate
1,170.230677298272,0.8425320625303121,23.09009009009009,11.090029202037352,True,False
2,90.751159035072,0.7071747054166357,156.07126747857464,14.468591719745223,True,False
3,129.623868876528,0.9357848688414016,5.273882559158633,19.354272909699,True,False
4,39.595250916576006,0.9139150870484555,3.015650080256822,22.838598540145988,True,False
5,56.06918742931201,0.9732162635950573,173.47978723404256,26.721996907216496,True,False
6,4.335246450720001,1.0,2.9544554455445544,37.56433333333334,True,False
7,182.22485914526402,0.8108136443330503,10.041361158112426,38.345914988104695,True,False
8,2.1676232253600003,1.0,3.3828125,38.18304,True,False
9,136.849279627728,0.8901185863386172,20.51159450030782,38.470000000000006,True,False
10,197.54272993780802,0.9047793597128926,21.484194867980662,41.714553328456475,False,False
11,223.55420864212803,0.7319212417629104,31.31636980491942,46.47364240465417,False,False
12,142.34059179864002,0.7806747481639963,2.8346407927332784,51.47795857868021,False,False
13,111.99386664360001,0.6225391147854791,52.818815331010455,53.485582451612906,False,True
14,158.38100366630403,0.9321969195109882,61.4850365772556,57.89004087591241,False,True
15,196.67568064766402,0.7896999203020367,4.533443240697126,3.1923850110212872,True,False
16,125.72214707088001,0.9377734075522062,7.133992583436341,61.012053333333334,False,False
17,215.89527324585603,0.7906986738161121,3.698150475848447,6.126468808567605,True,False
18,283.23610144704,0.6170510649754147,36.36901853714614,61.83291551020409,False,True
19,21.387215823552005,0.8070070075051956,0.5561932089909134,62.7297918918919,False,False
20,21.820740468624003,1.0,4.111580217129071,0.8378754966887395,True,False
21,13.439263997232002,0.9304625940014489,32.561097256857856,63.336989247311834,False,True
22,231.79117689849602,0.880105669145338,2.9005334710032695,67.90580399002495,False,False
23,177.16707161942404,0.8375958367396711,10.93836836480228,72.83094290375205,False,False
24,230.92412760835202,0.8098689391359092,6.248840006874033,35.08261652065082,True,False
25,610.1136838313281,0.681195635488442,8.989838745305942,40.47417887257226,False,False
26,182.51387557531203,0.9658385809422442,25.654842566759665,72.80158099762471,False,False
27,253.75642558214403,0.914198341635882,9.424252893418553,75.70283485193622,False,False
28,293.062660068672,0.6561374865804765,6.844948222781976,78.00011262327418,False,False
29,295.808316154128,0.6265572425905728,2.1087477109452037,75.76444123106987,False,False
30,33.52590588556801,0.9843078768535688,6.807982261640798,19.21267068965516,True,False
31,228.46748795294403,0.7291903242438752,1.6802393219212233,68.98616470588236,False,False
32,245.66396554080004,0.9424408751449784,1.9581403633772712,74.43887929411765,False,False
33,175.14395660908804,0.7524426515071436,20.397262740860796,30.583099339934,True,False
34,441.90612154339203,0.9398436187582299,5.582514594902463,89.68331550032701,False,False
35,34.826479820784,1.0,5.484382073336351,50.01731784232367,False,False
36,80.92460041344,1.0,2.995050946142649,99.988995,False,False
37,175.57748125416003,0.9454921776696386,62.42089552238806,101.06384000000001,False,True
38,298.40946402456007,0.892366968676856,58.20679536679537,101.57306460048427,False,True
39,163.438791192144,0.900262471250118,17.500451671183377,107.23322263483642,False,False
40,188.14969596124803,0.7301409017835642,3.657638136511376,91.57853671274964,False,False
41,4.190738235696001,0.6196937883370737,4.713804713804714,110.25692413793105,False,False
42,266.906673149328,0.7617453987652315,6.16489703989704,118.36915495397943,False,False
43,241.76224373515203,0.9224255081848611,7.4834992142482974,120.38436078900179,False,False
44,14.884346147472002,0.5893077918251822,8.488998899889989,124.89734757281555,False,False
45,68.207877491328,0.9105346453588354,208.13376413570273,83.05751779661017,False,True
46,227.16691401772803,0.8577239195259957,9.877328410807182,25.306827989821876,True,False
47,302.600202260256,0.7627646318117257,114.80158488265772,77.6581606494747,False,True
48,84.97083043411202,0.9071272177629185,9.069465648854962,132.86796530612247,False,False
49,98.98812729144001,0.690477488352602,7.1575018661358545,115.85805372262774,False,False
50,220.23051969657604,0.8570441453623808,3.4211552090715807,134.54632992125985,False,False
51,226.73338937265603,0.5391188644419163,2.6426019648704973,62.04570172084132,False,False
52,231.93568511352004,0.8286117914255399,21.493720148593667,142.41699937694705,False,False
53,7.6589353962720015,1.0,2.348742903487429,64.91059622641511,False,False
54,186.12658095091203,0.9674803678480023,149.47180778918815,73.255449689441,False,True
55,86.70492901440001,0.6598726798554004,76.24191750278708,129.99595266666668,False,True
56,251.15527771171205,0.8040609452351724,17.159019380486995,149.13909597238205,False,False
57,140.461985003328,0.8484706006721686,20.80915003363983,151.17861234567903,False,False
58,4.335246450720001,1.0,204.00290135396517,75.43170666666667,False,True
