label,nucleus_volume_um3,nucleus_sphericity,shell_gfap_mean,is_astrocyte_candidate
1,66.47377891104001,0.7632215970162524,1.2878542510121458,False
2,226.58888115763204,0.9138480087599594,2.1538819153881916,False
3,376.58840835254404,0.7839796482336833,1.3064139941690962,False
4,229.76806188816002,0.8505399836378478,1.391896551724138,False
5,342.91799425195205,0.8585660306449071,1.7223820483314154,False
6,480.48981495480007,0.7647552003980236,2.11555223508903,False
7,393.49586951035207,0.8061041911700253,1.698191560616209,False
8,85.115338649136,0.942500829431571,2.1117788461538463,False
9,352.88906108860806,0.882464228967826,1.5804195804195804,False
10,60.548942095056006,0.6263726671339315,1.60221923335575,False
11,525.28736161224,0.6380915071845813,2.0852231163130943,False
12,393.92939415542406,0.7001562167488009,2.004360092331367,False
13,239.45011229476802,0.8643617576195146,2.164340312396145,False
14,14.450821502400002,0.7627982626755921,2.065693430656934,False
15,140.75100143337602,0.6498371100918998,1.6971238505184896,False
16,172.54280873865602,0.8372131731662413,1.7625854568054693,False
17,478.46669994446404,0.8250135851282474,1.7306953515174799,False
18,199.13232030307202,0.8321377990486273,1.2008789598974547,False
19,95.08640548579201,0.984550815891813,1.2371196143416692,False
20,25.433445844224003,0.9300032185220759,4.519726459758022,False
21,167.19600478276803,0.9402815021524963,0.8171368861024033,False
22,41.18484128184001,0.8850445337308901,1.4986784140969163,False
23,329.189713824672,0.6975761870708462,1.5461393596986817,False
24,178.61215376966402,0.8252791538038918,1.8730457713317008,False
25,287.715856112784,0.9163205435695002,1.9213645099295324,False
26,139.59493571318401,0.7655739617014643,1.2771739130434783,False
27,98.12107800129601,0.867472573415979,2.7225642114200808,False
28,120.51985133001601,0.8954629927072805,1.4335038363171355,False
29,109.97075163326402,0.916665166666592,1.488339222614841,False
30,6.502869676080001,0.7716344421801801,1.4162257495590829,False
31,228.90101259801602,0.8121794003195176,1.7014414414414414,False
32,52.600990268736005,0.8450689169483891,1.6011860637509265,False
33,74.13271430731201,0.5537846826248709,1.5001499250374812,False
34,20.809182963456003,0.7160803069571837,1.4612506680919295,False
35,460.8366977115361,0.6478479683850391,1.5192678227360308,False
36,337.13766565099206,0.8185498578590475,2.2677037037037038,False
37,62.13853246032001,0.9288680024531267,2.294542826165522,False
38,22.687789758768,0.8138227075095928,1.5437747470303564,False
39,233.52527547878404,0.8337081885601413,1.8972222222222221,False
40,203.03404210872003,0.8209220255642475,2.260869565217391,False
41,104.19042303230401,0.7561801485862829,1.83982365907421,False
42,146.531330034336,0.9599132683280241,2.9326495064834526,False
43,34.24844696068801,0.7438145629129765,2.3875051041241324,False
44,24.710904769104005,0.639430198039557,4.893905191873589,False
45,16.907461157808,0.8458348381843431,1.384097859327217,False
