label,critical_radius_um,peak_intersections,auc
36,5.0,2.0,10.0
38,5.0,2.0,10.0
59,5.0,2.0,15.0
61,5.0,4.0,25.0
97,5.0,2.0,25.0
98,5.0,4.0,30.0
102,5.0,3.0,30.0
105,5.0,3.0,15.0
106,5.0,3.0,60.0
111,5.0,2.0,10.0
113,5.0,2.0,25.0
138,5.0,7.0,70.0
152,10.0,7.0,110.0
154,15.0,7.0,80.0
164,5.0,2.0,20.0
168,5.0,4.0,40.0
169,5.0,4.0,30.0
203,5.0,3.0,35.0
204,15.0,6.0,65.0
215,10.0,5.0,50.0
217,5.0,3.0,40.0
236,5.0,2.0,10.0
237,5.0,2.0,10.0
248,5.0,5.0,25.0
255,5.0,4.0,20.0
276,5.0,5.0,60.0
