label,skeleton_length_um,skeleton_pixels,nuclear_area_um2,centroid_y_um,centroid_x_um,territory_area_um2,gfap_threshold,n_branches,total_branch_length_um,n_endpoints,n_junctions,mean_branch_length_um,tortuosity_mean,tortuosity_max,tortuosity_std,ramification_index,termination_index,branch_length_median_um,branch_length_p25_um,branch_length_p75_um,branch_length_std_um,branch_length_cv,n_connected_components
1,8.7124,23,16.644775040000003,2.1617724137931034,97.31894482758621,154.68161632000002,118.123046875,1,9.745736876842356,2,0,9.745736876842356,1.1448775053117766,1.1448775053117766,,1.0,,9.745736876842356,9.745736876842356,9.745736876842356,,,1
4,15.152000000000001,40,24.536694240000003,4.811424561403509,94.24366783625732,782.7348952000002,114.052734375,3,17.12676146140393,3,1,5.708920487134644,1.0471612553996614,1.0796691275336343,0.04180710108750696,3.0,3.0,6.152712292280786,4.683468438421179,6.956268438421179,2.3050668568907398,0.40376580162314935,1
5,10.6064,28,29.415335200000005,3.950606829268293,143.78693658536585,82.21944912000001,106.66796875,5,12.26735326655007,4,2,2.4534706533100143,1.053106038289308,1.0828427124746176,0.0332903586769612,2.5,2.0,2.6516,1.9859122922807855,2.900416389707714,0.8320477275339155,0.3391309068284095,1
8,7.9548000000000005,21,10.474729120000001,20.18018082191781,93.27820273972603,2720.2728035200003,117.041015625,3,8.046712292280786,3,1,2.682237430760262,1.0539936245012267,1.0823117459700458,0.046778515080481545,3.0,3.0,2.207808194853857,1.7505561461403927,3.376704097426929,1.677250572927447,0.6253177118820692,1
9,14.773200000000001,39,37.45074384000001,24.320121072796937,95.12234022988507,126.70117552000002,113.056640625,3,16.591057363976997,3,1,5.530352454658999,1.0794313787459693,1.1100968712804156,0.030785055474037683,3.0,3.0,1.9859122922807855,1.450208194853857,7.838276633275035,7.08729217843194,1.2815263107618593,1
11,50.3804,133,28.841377440000002,30.100465671641796,97.06891343283581,684.15764992,119.033203125,9,58.00370896877336,6,4,6.444856552085929,1.0829703687804235,1.1225865041967062,0.033129197606654635,2.25,1.5,5.708920487134643,5.1082245845615715,7.067216389707715,2.6851269908956685,0.4166309939088723,1
17,42.046800000000005,111,21.953884320000004,51.1454274509804,98.81728366013073,1524.4318105600003,116.044921875,7,49.19939667649257,5,3,7.028485239498939,1.0777340094223224,1.1906566920587096,0.05623156773874688,2.3333333333333335,1.6666666666666667,5.487024584561572,5.108224584561572,8.942180730701963,2.524247301731557,0.3591452803437218,1
19,26.516000000000002,70,31.567676800000008,68.77974909090909,98.81170181818183,484.13337056000006,123.017578125,7,31.471939312515573,5,3,4.4959913303593675,1.0464729333650817,1.0823117459700462,0.03693359661555167,2.3333333333333335,1.6666666666666667,4.415616389707714,3.39016434099425,5.376076633275036,2.095259133380629,0.46602828596049667,1
22,116.2916,307,52.3736456,84.84912438356164,168.24531726027396,5717.049757920001,93.134765625,27,132.96150564526596,9,15,4.9245002090839245,1.1736600802575325,2.4142135623731065,0.30326878039849026,1.8,0.6,4.702504097426929,2.0968602435673214,7.205084828128893,3.5599097447868706,0.7228976735994695,1
24,168.94480000000001,446,28.410909120000007,104.16426060606062,96.73174545454546,5141.657103520001,108.076171875,36,195.56465558830854,12,20,5.4323515441196815,1.0737723305332505,1.2875102717268836,0.06983492627486548,1.8,0.6,4.4615725358481075,3.279216389707714,6.651978073070197,3.5339192757237767,0.6505321400911752,1
37,119.70080000000002,316,35.58538112000001,185.8640241935484,271.3933983870968,30320.036119200002,45.322265625,27,140.3202285680738,12,14,5.197045502521251,1.0977985231697982,1.300619858856287,0.08154604821204599,1.9285714285714286,0.8571428571428571,4.951320487134643,2.9329122922807858,7.015684828128894,2.979049161720245,0.5732197573169244,1
40,57.577600000000004,152,23.388778720000005,187.6454355828221,143.39555337423315,2698.0319403200006,83.173828125,20,66.99184584561571,10,10,3.3495922922807857,1.0703479458275038,1.2212963632670442,0.045174364871882595,2.0,1.0,3.4092000000000002,2.4039383166375177,3.948846511491375,1.6526662531795864,0.4933932577371266,1
48,53.4108,141,34.00699728000001,211.03315611814347,82.73663291139242,1630.3270172800003,115.048828125,12,62.35433355333493,6,6,5.196194462777911,1.1154749270703292,1.4875805665989874,0.13574644915616882,2.0,1.0,4.71596434099425,2.7827383166375177,6.521994462777911,3.6573002895893834,0.703842074384986,1
61,95.83640000000001,253,33.002571200000006,249.18122782608697,89.73607304347827,514.98360016,132.978515625,19,106.41396633275036,8,10,5.600735070144756,1.0845976225139546,1.251584058344624,0.08294863478348632,1.9,0.8,4.5075286819885,2.841,7.426980730701965,3.972802935359265,0.7093359863666224,1
64,31.440400000000004,83,34.72444448,263.0092925619835,130.81122314049588,720.0300099200001,67.236328125,7,37.18085979965022,5,3,5.311551399950032,1.1385671719455666,1.368768840025177,0.11860284962007041,2.3333333333333335,1.6666666666666667,6.558432779415429,2.965408194853857,7.251040974269286,2.3956575966738907,0.45102784785183997,1
